category,url,title,views,tags,title_clean,title_tokens,title_lemmas,named_entities
Экономика,https://ria.ru/20250425/bank-2013316243.html,всемирный банк мог бы играть активную роль в оживлении мировой торговли,1157,"['Экономика', 'Россия', 'Алексей Оверчук', 'Всемирный банк']",всемирный банк мог играть активную роль оживлении мировой торговли,"['всемирный', 'банк', 'мог', 'играть', 'активную', 'роль', 'оживлении', 'мировой', 'торговли']","['всемирный', 'банк', 'мочь', 'играть', 'активный', 'роль', 'оживление', 'мировой', 'торговля']",[]
Экономика,https://ria.ru/20250425/siluanovyj-2013315353.html,силуанов призвал мвф объективно оценить последствия санкций,1298,"['Экономика', 'Россия', 'Антон Силуанов', 'МВФ', 'Всемирный банк']",силуанов призвал мвф объективно оценить последствия санкций,"['силуанов', 'призвал', 'мвф', 'объективно', 'оценить', 'последствия', 'санкций']","['силуанов', 'призвать', 'мвф', 'объективно', 'оценить', 'последствие', 'санкция']","[('силуанов', 'PER'), ('мвф', 'ORG')]"
Экономика,https://ria.ru/20250425/siluanovyj-2013315057.html,силуанов назвал внедрение ии ключевым фактором развития экономики,763,"['Экономика', 'Технологии', 'Россия', 'Антон Силуанов', 'Всемирный банк']",силуанов назвал внедрение ии ключевым фактором развития экономики,"['силуанов', 'назвал', 'внедрение', 'ии', 'ключевым', 'фактором', 'развития', 'экономики']","['силуанов', 'назвать', 'внедрение', 'ии', 'ключевой', 'фактор', 'развитие', 'экономика']","[('силуанов', 'PER')]"
Экономика,https://ria.ru/20250425/ekonomika-2013314908.html,силуанов заявил о критическом этапе мировой экономики,1878,"['Экономика', 'Россия', 'Антон Силуанов', 'Всемирный банк']",силуанов заявил критическом этапе мировой экономики,"['силуанов', 'заявил', 'критическом', 'этапе', 'мировой', 'экономики']","['силуанов', 'заявить', 'критический', 'этап', 'мировой', 'экономика']","[('силуанов', 'PER')]"
Экономика,https://ria.ru/20250425/kompleks-2013308152.html,российский лесной комплекс ждет возвращения на западные рынки,1452,"['Экономика', 'Россия', 'Китай', 'Европа', 'Иван Советников']",российский лесной комплекс ждет возвращения западные рынки,"['российский', 'лесной', 'комплекс', 'ждет', 'возвращения', 'западные', 'рынки']","['российский', 'лесной', 'комплекс', 'ждать', 'возвращение', 'западный', 'рынок']",[]
Экономика,https://ria.ru/20250425/rubl-2013299728.html,экономист назвала критический для россии курс рубля,28713,"['Экономика', 'Россия', 'Доллар', 'Рубль']",экономист назвала критический россии курс рубля,"['экономист', 'назвала', 'критический', 'россии', 'курс', 'рубля']","['экономист', 'назвать', 'критический', 'россия', 'курс', 'рубль']","[('россии', 'LOC')]"
Экономика,https://ria.ru/20250424/veb-2013272176.html,вэб: эффективность закупок – важный фактор внедрения современных технологий,198,"['Экономика', 'Россия']",вэб эффективность закупок важный фактор внедрения современных технологий,"['вэб', 'эффективность', 'закупок', 'важный', 'фактор', 'внедрения', 'современных', 'технологий']","['вэб', 'эффективность', 'закупка', 'важный', 'фактор', 'внедрение', 'современный', 'технология']",[]
Экономика,https://ria.ru/20250424/rynok-2013269744.html,"российский рынок акций в четверг вырос на 0,04%",205,"['Экономика', 'Московская биржа', 'Ситуация с курсами валют и ценами на нефть']",российский рынок акций четверг вырос,"['российский', 'рынок', 'акций', 'четверг', 'вырос']","['российский', 'рынок', 'акция', 'четверг', 'вырасти']",[]
Экономика,https://ria.ru/20250424/novak-2013268242.html,правительство следит за социальной стабильностью в регионах угледобычи,624,"['Экономика', 'Россия', 'Александр Новак', 'Владимир Путин']",правительство следит социальной стабильностью регионах угледобычи,"['правительство', 'следит', 'социальной', 'стабильностью', 'регионах', 'угледобычи']","['правительство', 'следить', 'социальный', 'стабильность', 'регион', 'угледобыча']",[]
Экономика,https://ria.ru/20250424/novak-2013267920.html,новак поручил выработать среднесрочные меры поддержки угольных предприятий,551,"['Экономика', 'Россия', 'Александр Новак']",новак поручил выработать среднесрочные меры поддержки угольных предприятий,"['новак', 'поручил', 'выработать', 'среднесрочные', 'меры', 'поддержки', 'угольных', 'предприятий']","['новак', 'поручить', 'выработать', 'среднесрочный', 'мера', 'поддержка', 'угольный', 'предприятие']","[('новак', 'PER')]"
Экономика,https://realty.ria.ru/20250424/nadbavki-2013265671.html,цб с 1 июля 2025 года снизит макропруденциальные надбавки по ипотеке,1311,"['Экономика', 'Центральный Банк РФ (ЦБ РФ)', 'Ипотека', 'Россия']",цб июля года снизит макропруденциальные надбавки ипотеке,"['цб', 'июля', 'года', 'снизит', 'макропруденциальные', 'надбавки', 'ипотеке']","['цб', 'июль', 'год', 'снизить', 'макропруденциальные', 'надбавка', 'ипотека']","[('цб', 'ORG')]"
Экономика,https://realty.ria.ru/20250424/tsentrobank-2013265204.html,центробанк установил макропруденциальные лимиты по ипотеке,366,"['Экономика', 'Россия', 'Центральный Банк РФ (ЦБ РФ)', 'Ипотека']",центробанк установил макропруденциальные лимиты ипотеке,"['центробанк', 'установил', 'макропруденциальные', 'лимиты', 'ипотеке']","['центробанк', 'установить', 'макропруденциальные', 'лимит', 'ипотека']","[('центробанк', 'ORG')]"
Экономика,https://ria.ru/20250424/avito-2013261746.html,"компания под управлением рсхб выкупила 50 процентов акций ""авито""",5402,"['Экономика', 'Авито', 'Россельхозбанк', 'Россия']",компания управлением рсхб выкупила процентов акций авито,"['компания', 'управлением', 'рсхб', 'выкупила', 'процентов', 'акций', 'авито']","['компания', 'управление', 'рсхб', 'выкупить', 'процент', 'акция', 'авито']","[('авито', 'ORG')]"
Экономика,https://ria.ru/20250424/gosduma-2013251763.html,в госдуму внесли проект страховом возмещении по безотзывным вкладам,1747,"['Экономика', 'Россия', 'Владимир Путин']",госдуму внесли проект страховом возмещении безотзывным вкладам,"['госдуму', 'внесли', 'проект', 'страховом', 'возмещении', 'безотзывным', 'вкладам']","['госдума', 'внести', 'проект', 'страховом', 'возмещение', 'безотзывный', 'вклад']","[('госдуму', 'ORG')]"
Экономика,https://ria.ru/20250424/gosduma-2013247845.html,правительство внесло в гд проект о признании цифровой валюты имуществом,895,"['Экономика', 'Технологии', 'Россия', 'Госдума РФ', 'Криптовалюта']",правительство внесло гд проект признании цифровой валюты имуществом,"['правительство', 'внесло', 'гд', 'проект', 'признании', 'цифровой', 'валюты', 'имуществом']","['правительство', 'внести', 'гд', 'проект', 'признание', 'цифровой', 'валюта', 'имущество']","[('гд', 'ORG')]"
Экономика,https://ria.ru/20250424/avtovaz-2013243989.html,"""автоваз"" отзывает почти 50 тысяч автомобилей",9562,"['Экономика', 'АвтоВАЗ']",автоваз отзывает тысяч автомобилей,"['автоваз', 'отзывает', 'тысяч', 'автомобилей']","['автоваз', 'отзывать', 'тысяча', 'автомобиль']",[]
Экономика,https://ria.ru/20250424/dolg-2013237709.html,внешний долг россии по отношению к ввп стал рекордно низким,2134,"['Экономика', 'Россия', 'Центральный Банк РФ (ЦБ РФ)']",внешний долг россии отношению ввп стал рекордно низким,"['внешний', 'долг', 'россии', 'отношению', 'ввп', 'стал', 'рекордно', 'низким']","['внешний', 'долг', 'россия', 'отношение', 'ввп', 'стать', 'рекордно', 'низкий']","[('россии', 'LOC')]"
Экономика,https://ria.ru/20250424/rezervy-2013232982.html,международные резервы россии достигли нового исторического максимума,15117,"['Экономика', 'Россия', 'Центральный Банк РФ (ЦБ РФ)']",международные резервы россии достигли нового исторического максимума,"['международные', 'резервы', 'россии', 'достигли', 'нового', 'исторического', 'максимума']","['международный', 'резерв', 'россия', 'достигнуть', 'новый', 'исторический', 'максимум']","[('россии', 'LOC')]"
Экономика,https://ria.ru/20250424/putin-2013227112.html,"путин: динамика роста ввп в 2025 году будет ниже, чем в прошлом",819,"['Экономика', 'Россия', 'Владимир Путин']",путин динамика роста ввп году ниже прошлом,"['путин', 'динамика', 'роста', 'ввп', 'году', 'ниже', 'прошлом']","['путин', 'динамика', 'рост', 'ввп', 'год', 'низкий', 'прошлое']","[('путин', 'PER')]"
Экономика,https://ria.ru/20250424/putin-2013210322.html,путин рассказал о росте ввп,2487,"['Экономика', 'Владимир Путин', 'Россия']",путин рассказал росте ввп,"['путин', 'рассказал', 'росте', 'ввп']","['путин', 'рассказать', 'рост', 'ввп']","[('путин', 'PER')]"
Экономика,https://ria.ru/20250424/putin-2013210115.html,путин рассказал об уровне инфляции в россии,5101,"['Экономика', 'Россия', 'Владимир Путин']",путин рассказал уровне инфляции россии,"['путин', 'рассказал', 'уровне', 'инфляции', 'россии']","['путин', 'рассказать', 'уровень', 'инфляция', 'россия']","[('путин', 'PER'), ('россии', 'LOC')]"
Экономика,https://ria.ru/20250424/putin-2013209980.html,путин рассказал о дефиците российского бюджета,6879,"['Экономика', 'Владимир Путин', 'Россия']",путин рассказал дефиците российского бюджета,"['путин', 'рассказал', 'дефиците', 'российского', 'бюджета']","['путин', 'рассказать', 'дефицит', 'российский', 'бюджет']","[('путин', 'PER')]"
Экономика,https://ria.ru/20250424/kursk-2013209827.html,жителям курской области выделят дополнительную компенсацию за наем жилья,574,"['Экономика', 'Жилье', 'Россия', 'Курская область', 'Михаил Мишустин']",жителям курской области выделят дополнительную компенсацию наем жилья,"['жителям', 'курской', 'области', 'выделят', 'дополнительную', 'компенсацию', 'наем', 'жилья']","['житель', 'курский', 'область', 'выделить', 'дополнительный', 'компенсация', 'наем', 'жильё']","[('курской области', 'LOC')]"
Экономика,https://ria.ru/20250424/gazprom-2013199090.html,"""газпром"" создаст к зиме рекордный запас газа в хранилищах",1644,"['Экономика', 'Городское хозяйство Москвы', 'Газпром', 'Россия']",газпром создаст зиме рекордный запас газа хранилищах,"['газпром', 'создаст', 'зиме', 'рекордный', 'запас', 'газа', 'хранилищах']","['газпром', 'создать', 'зима', 'рекордный', 'запас', 'газ', 'хранилище']","[('газпром', 'ORG')]"
Экономика,https://ria.ru/20250424/putin-2013186407.html,путин рассказал о новых задачах для российской экономики,14547,"['Экономика', 'Владимир Путин', 'Правительство РФ']",путин рассказал новых задачах российской экономики,"['путин', 'рассказал', 'новых', 'задачах', 'российской', 'экономики']","['путин', 'рассказать', 'новый', 'задача', 'российский', 'экономика']","[('путин', 'PER')]"
Экономика,https://ria.ru/20250424/putin-2013184880.html,путин: важно выйти на устойчивое замедление ценовой динамики,1287,"['Экономика', 'Россия', 'Владимир Путин']",путин важно выйти устойчивое замедление ценовой динамики,"['путин', 'важно', 'выйти', 'устойчивое', 'замедление', 'ценовой', 'динамики']","['путин', 'важный', 'выйти', 'устойчивый', 'замедление', 'ценовый', 'динамика']","[('путин', 'PER')]"
Экономика,https://ria.ru/20250424/putin-2013184780.html,путин высказался о новых возможностях в российской экономике,1871,"['Экономика', 'Владимир Путин']",путин высказался новых возможностях российской экономике,"['путин', 'высказался', 'новых', 'возможностях', 'российской', 'экономике']","['путин', 'высказаться', 'новый', 'возможность', 'российский', 'экономика']","[('путин', 'PER')]"
Экономика,https://ria.ru/20250424/ekonomika-2013184481.html,путин подчеркнул важность постоянного анализа ситуации в экономике,400,"['Экономика', 'Россия', 'Владимир Путин']",путин подчеркнул важность постоянного анализа ситуации экономике,"['путин', 'подчеркнул', 'важность', 'постоянного', 'анализа', 'ситуации', 'экономике']","['путин', 'подчеркнуть', 'важность', 'постоянный', 'анализ', 'ситуация', 'экономика']","[('путин', 'PER')]"
Экономика,https://ria.ru/20250424/kostin-2013183370.html,костин не видит оснований для дальнейшего укрепления рубля,3349,"['Экономика', 'Цены на нефть', 'Андрей Костин (банкир)']",костин видит оснований дальнейшего укрепления рубля,"['костин', 'видит', 'оснований', 'дальнейшего', 'укрепления', 'рубля']","['костин', 'видеть', 'основание', 'дальнейший', 'укрепление', 'рубль']","[('костин', 'PER')]"
Экономика,https://ria.ru/20250424/birzha-2013170477.html,российский рынок акций растет в ходе основной сессии четверга,620,"['Экономика', 'Цены на нефть', 'Сергей Суверов', 'Евгений Локтюхов']",российский рынок акций растет ходе основной сессии четверга,"['российский', 'рынок', 'акций', 'растет', 'ходе', 'основной', 'сессии', 'четверга']","['российский', 'рынок', 'акция', 'расти', 'ход', 'основный', 'сессия', 'четверг']",[]
Экономика,https://ria.ru/20250424/kostin-2013168154.html,костин оценил перспективы возвращения visa и mastercard в россию,4583,"['Экономика', 'Технологии', 'Россия', 'Китай', 'Андрей Костин (банкир)']",костин оценил перспективы возвращения visa mastercard россию,"['костин', 'оценил', 'перспективы', 'возвращения', 'visa', 'mastercard', 'россию']","['костин', 'оценить', 'перспектива', 'возвращение', 'visa', 'mastercard', 'россия']","[('костин', 'PER'), ('visa', 'ORG'), ('mastercard', 'ORG'), ('россию', 'LOC')]"
Экономика,https://ria.ru/20250424/kostin-2013166910.html,"втб нашел покупателей на активы ""росгосстраха""",3839,"['Экономика', 'Андрей Костин (банкир)', 'Росгосстрах', 'ВТБ Страхование']",втб нашел покупателей активы росгосстраха,"['втб', 'нашел', 'покупателей', 'активы', 'росгосстраха']","['втб', 'найти', 'покупатель', 'актив', 'росгосстрах']","[('втб', 'ORG')]"
Экономика,https://ria.ru/20250424/kostin--2013156462.html,костин спрогнозировал сохранение ключевой ставки цб,1208,"['Экономика', 'Россия', 'Андрей Костин (банкир)']",костин спрогнозировал сохранение ключевой ставки цб,"['костин', 'спрогнозировал', 'сохранение', 'ключевой', 'ставки', 'цб']","['костин', 'спрогнозировать', 'сохранение', 'ключевой', 'ставка', 'цб']","[('костин', 'PER'), ('цб', 'ORG')]"
Экономика,https://ria.ru/20250424/kostin-2013148810.html,костин допустил снижение ключевой ставки цб к концу 2025 года,1075,"['Экономика', 'Цены на нефть', 'Россия', 'Андрей Костин (банкир)']",костин допустил снижение ключевой ставки цб концу года,"['костин', 'допустил', 'снижение', 'ключевой', 'ставки', 'цб', 'концу', 'года']","['костин', 'допустить', 'снижение', 'ключевой', 'ставка', 'цб', 'конец', 'год']","[('костин', 'PER'), ('цб', 'ORG')]"
Экономика,https://ria.ru/20250424/rynok-2013133325.html,российский авторынок сохранил шестое место в европейском рейтинге,5755,"['Экономика', 'Авто', 'Россия', 'Европа', 'Великобритания', 'Автостат']",российский авторынок сохранил шестое место европейском рейтинге,"['российский', 'авторынок', 'сохранил', 'шестое', 'место', 'европейском', 'рейтинге']","['российский', 'авторынок', 'сохранить', 'шестой', 'место', 'европейский', 'рейтинг']",[]
Экономика,https://ria.ru/20250424/promomed-2013056100.html,"""промомед"" – день инвестора: инновационные препараты и медицина будущего",7306,"['Экономика', 'Россия', 'Дмитрий Киселев', 'Промомед']",промомед день инвестора инновационные препараты медицина будущего,"['промомед', 'день', 'инвестора', 'инновационные', 'препараты', 'медицина', 'будущего']","['промомед', 'день', 'инвестор', 'инновационный', 'препарат', 'медицина', 'будущее']",[]
Экономика,https://ria.ru/20250424/liksutov-2013057831.html,ликсутов: резиденты оэз москвы вывели на рынок 37 новых лекарств за год,386,"['Экономика', 'Департамент инвестиционной и промышленной политики города Москвы']",ликсутов резиденты оэз москвы вывели рынок новых лекарств год,"['ликсутов', 'резиденты', 'оэз', 'москвы', 'вывели', 'рынок', 'новых', 'лекарств', 'год']","['ликсутов', 'резидент', 'оэз', 'москва', 'вывести', 'рынок', 'новый', 'лекарство', 'год']","[('оэз', 'ORG'), ('москвы', 'LOC')]"
Экономика,https://ria.ru/20250424/skolkovo-2013058227.html,выручка резидентов сколково в 2024 году выросла на 38%,1337,"['Экономика', 'Россия', 'Сергей Перов', 'Сколково', 'Игорь Шувалов']",выручка резидентов сколково году выросла,"['выручка', 'резидентов', 'сколково', 'году', 'выросла']","['выручка', 'резидент', 'сколково', 'год', 'вырасти']",[]
Экономика,https://ria.ru/20250424/vtb-2013100487.html,"втб рассказал о сроках ""кредитного ренессанса""",19001,"['Экономика', 'Россия', 'Центральный Банк РФ (ЦБ РФ)']",втб рассказал сроках кредитного ренессанса,"['втб', 'рассказал', 'сроках', 'кредитного', 'ренессанса']","['втб', 'рассказать', 'срок', 'кредитный', 'ренессанс']","[('втб', 'ORG')]"
Экономика,https://ria.ru/20250424/tarify-2012702913.html,не тяни резину: в европе предъявили урсуле ультиматум,53767,"['Экономика', 'США', 'Европа', 'Урсула фон дер Ляйен', 'Евросоюз']",тяни резину европе предъявили урсуле ультиматум,"['тяни', 'резину', 'европе', 'предъявили', 'урсуле', 'ультиматум']","['тяни', 'резина', 'европа', 'предъявить', 'урсула', 'ультиматум']","[('европе', 'LOC')]"
Экономика,https://ria.ru/20250424/shashlyk-2013089391.html,россиянам назвали среднюю стоимость шашлыка в 2025 году,2831,['Экономика'],россиянам назвали среднюю стоимость шашлыка году,"['россиянам', 'назвали', 'среднюю', 'стоимость', 'шашлыка', 'году']","['россиянин', 'назвать', 'средний', 'стоимость', 'шашлык', 'год']",[]
Экономика,https://ria.ru/20250424/dollar-2013087645.html,"эксперт рассказал, во что вкладывать сбережения вместо доллара",15225,"['Экономика', 'США', 'Дональд Трамп', 'Джером Пауэлл']",эксперт рассказал вкладывать сбережения вместо доллара,"['эксперт', 'рассказал', 'вкладывать', 'сбережения', 'вместо', 'доллара']","['эксперт', 'рассказать', 'вкладывать', 'сбережение', 'вместо', 'доллар']",[]
Экономика,https://ria.ru/20250424/dollar-2013085072.html,эксперт назвал плюсы от слабого доллара для мировой экономики,1541,"['Экономика', 'США', 'Дональд Трамп', 'Джером Пауэлл']",эксперт назвал плюсы слабого доллара мировой экономики,"['эксперт', 'назвал', 'плюсы', 'слабого', 'доллара', 'мировой', 'экономики']","['эксперт', 'назвать', 'плюсы', 'слабый', 'доллар', 'мировой', 'экономика']",[]
Экономика,https://ria.ru/20250424/dollar-2013074766.html,"экономист разъяснил, вырастет ли доллар до 105 рублей в этом году",9136,"['Экономика', 'Никита Масленников', 'Газпромбанк']",экономист разъяснил вырастет доллар рублей году,"['экономист', 'разъяснил', 'вырастет', 'доллар', 'рублей', 'году']","['экономист', 'разъяснить', 'вырасти', 'доллар', 'рубль', 'год']",[]
Экономика,https://ria.ru/20250424/tramp-2013070075.html,сми: трамп может освободить автопроизводителей от некоторых пошлин сша,1381,"['Экономика', 'Китай', 'США', 'Дональд Трамп']",сми трамп освободить автопроизводителей некоторых пошлин сша,"['сми', 'трамп', 'освободить', 'автопроизводителей', 'некоторых', 'пошлин', 'сша']","['сми', 'трамп', 'мочь', 'освободить', 'автопроизводитель', 'некоторый', 'пошлина', 'сша']","[('сми', 'ORG'), ('трамп', 'PER'), ('сша', 'LOC')]"
Экономика,https://ria.ru/20250424/siluanov-2013069914.html,силуанов назвал текущую отсечку за баррель не отвечающей вызовам времени,2054,"['Экономика', 'Цены на нефть', 'Россия', 'Саудовская Аравия']",силуанов назвал текущую отсечку баррель отвечающей вызовам времени,"['силуанов', 'назвал', 'текущую', 'отсечку', 'баррель', 'отвечающей', 'вызовам', 'времени']","['силуанов', 'назвать', 'текущий', 'отсечка', 'баррель', 'отвечать', 'вызов', 'время']","[('силуанов', 'PER')]"
Экономика,https://ria.ru/20250423/sanktsii-2013059490.html,"многие российские предприниматели не хотят отмены санкций, заявил песков",1637,"['Экономика', 'Россия', 'Дмитрий Песков']",многие российские предприниматели хотят отмены санкций заявил песков,"['многие', 'российские', 'предприниматели', 'хотят', 'отмены', 'санкций', 'заявил', 'песков']","['многие', 'российский', 'предприниматель', 'хотеть', 'отмена', 'санкция', 'заявить', 'песков']","[('песков', 'PER')]"
Экономика,https://ria.ru/20250423/poshliny-2013055571.html,"сша заявили, что не снизят пошлины в отношении кнр в одностороннем порядке",768,"['Экономика', 'США', 'Китай', 'Введение Трампом пошлин на импорт']",сша заявили снизят пошлины отношении кнр одностороннем порядке,"['сша', 'заявили', 'снизят', 'пошлины', 'отношении', 'кнр', 'одностороннем', 'порядке']","['сша', 'заявить', 'снизить', 'пошлина', 'отношение', 'кнр', 'односторонний', 'порядок']","[('сша', 'LOC'), ('кнр', 'LOC')]"
Экономика,https://ria.ru/20250423/banki-2013053944.html,цб составил первый ренкинг банков по числу жалоб на кредитование,19599,"['Экономика', 'Россия', 'Газпромбанк', 'Центральный Банк РФ (ЦБ РФ)']",цб составил первый ренкинг банков числу жалоб кредитование,"['цб', 'составил', 'первый', 'ренкинг', 'банков', 'числу', 'жалоб', 'кредитование']","['цб', 'составить', 'первый', 'ренкинг', 'банк', 'число', 'жалоба', 'кредитование']","[('цб', 'ORG')]"
Экономика,https://ria.ru/20250423/novikom-2013027889.html,новиком усилит поддержку работников предприятий ростеха,125,"['Экономика', 'Новикомбанк']",новиком усилит поддержку работников предприятий ростеха,"['новиком', 'усилит', 'поддержку', 'работников', 'предприятий', 'ростеха']","['новик', 'усилить', 'поддержка', 'работник', 'предприятие', 'ростеха']","[('ростеха', 'ORG')]"
Экономика,https://ria.ru/20250423/avto-2013026082.html,китайские бренды представили свои новинки на автовыставке в шанхае,5378,"['Экономика', 'Китай', 'Россия', 'BMW 1', 'Volkswagen Touareg']",китайские бренды представили свои новинки автовыставке шанхае,"['китайские', 'бренды', 'представили', 'свои', 'новинки', 'автовыставке', 'шанхае']","['китайский', 'бренд', 'представить', 'свой', 'новинка', 'автовыставке', 'шанхай']","[('шанхае', 'LOC')]"
Экономика,https://ria.ru/20250423/kitay-2013013059.html,сша призвали всемирный банк перестать относить кнр к развивающейся стране,1235,"['Экономика', 'Китай', 'США', 'Вашингтон (штат)', 'Скотт Бессент']",сша призвали всемирный банк перестать относить кнр развивающейся стране,"['сша', 'призвали', 'всемирный', 'банк', 'перестать', 'относить', 'кнр', 'развивающейся', 'стране']","['сша', 'призвать', 'всемирный', 'банк', 'перестать', 'относить', 'кнр', 'развиваться', 'страна']","[('сша', 'LOC'), ('кнр', 'LOC')]"
Экономика,https://ria.ru/20250423/vvp-2013001934.html,fitch ждет спада ввп германии третий год подряд,768,"['Экономика', 'Германия', 'США', 'Италия', 'Fitch Ratings']",fitch ждет спада ввп германии третий год подряд,"['fitch', 'ждет', 'спада', 'ввп', 'германии', 'третий', 'год', 'подряд']","['fitch', 'ждать', 'спад', 'ввп', 'германия', 'третий', 'год', 'подряд']","[('fitch', 'ORG'), ('германии', 'LOC')]"
Экономика,https://ria.ru/20250423/mvf-2013001278.html,мвф предупредил о риске фискальной уязвимости европейских стран,1047,"['Экономика', 'Польша', 'МВФ']",мвф предупредил риске фискальной уязвимости европейских стран,"['мвф', 'предупредил', 'риске', 'фискальной', 'уязвимости', 'европейских', 'стран']","['мвф', 'предупредить', 'риск', 'фискальный', 'уязвимость', 'европейский', 'страна']","[('мвф', 'ORG')]"
Экономика,https://ria.ru/20250423/minpromtorg-2012999208.html,минпромторг высказался о действии особого статуса для российских товаров,570,"['Экономика', 'Россия', 'Василий Осьмаков']",минпромторг высказался действии особого статуса российских товаров,"['минпромторг', 'высказался', 'действии', 'особого', 'статуса', 'российских', 'товаров']","['минпромторг', 'высказаться', 'действие', 'особый', 'статус', 'российский', 'товар']","[('минпромторг', 'ORG')]"
Экономика,https://ria.ru/20250423/slovakija-2012983190.html,в словакии значительно снизился импорт российского газа,2299,"['Экономика', 'Словакия', 'Россия', 'Украина', 'Евростат', 'Евросоюз']",словакии значительно снизился импорт российского газа,"['словакии', 'значительно', 'снизился', 'импорт', 'российского', 'газа']","['словакия', 'значительно', 'снизиться', 'импорт', 'российский', 'газ']","[('словакии', 'LOC')]"
Экономика,https://ria.ru/20250423/byudzhet-2012960828.html,силуанов рассказал о влиянии мировой обстановки на российский бюджет,1582,"['Экономика', 'Россия', 'Антон Силуанов']",силуанов рассказал влиянии мировой обстановки российский бюджет,"['силуанов', 'рассказал', 'влиянии', 'мировой', 'обстановки', 'российский', 'бюджет']","['силуанов', 'рассказать', 'влияние', 'мировой', 'обстановка', 'российский', 'бюджет']","[('силуанов', 'PER')]"
Экономика,https://realty.ria.ru/20250423/mishustin-2012952058.html,мишустин: за год жилищные условия улучшены у более чем 4 миллионов семей,474,"['Экономика', 'Россия', 'Михаил Мишустин', 'Жилье']",мишустин год жилищные условия улучшены миллионов семей,"['мишустин', 'год', 'жилищные', 'условия', 'улучшены', 'миллионов', 'семей']","['мишустин', 'год', 'жилищный', 'условие', 'улучшить', 'миллион', 'семья']","[('мишустин', 'PER')]"
Экономика,https://ria.ru/20250423/peterburg-2012934157.html,в петербурге началось серийное производство режущего инструмента,6495,"['Экономика', 'Китай', 'Южная Корея', 'Свердловская область']",петербурге началось серийное производство режущего инструмента,"['петербурге', 'началось', 'серийное', 'производство', 'режущего', 'инструмента']","['петербург', 'начаться', 'серийный', 'производство', 'режущий', 'инструмент']","[('петербурге', 'LOC')]"
Экономика,https://ria.ru/20250423/banki-2012932537.html,россиянам рассказали о мерах банков против нежелающих платить проценты,15026,"['Экономика', 'Россия', 'Ярослав Нилов', 'Уралсиб (финансовая корпорация)']",россиянам рассказали мерах банков против нежелающих платить проценты,"['россиянам', 'рассказали', 'мерах', 'банков', 'против', 'нежелающих', 'платить', 'проценты']","['россиянин', 'рассказать', 'мера', 'банк', 'против', 'нежелающих', 'платить', 'процент']",[]
Экономика,https://ria.ru/20250423/prodvizhenie-2012921286.html,регионы рф планируют совместные проекты по продвижению товаров за рубежом,724,"['Экономика', 'Россия', 'Москва', 'Санкт-Петербург']",регионы рф планируют совместные проекты продвижению товаров рубежом,"['регионы', 'рф', 'планируют', 'совместные', 'проекты', 'продвижению', 'товаров', 'рубежом']","['регион', 'рф', 'планировать', 'совместный', 'проект', 'продвижение', 'товар', 'рубеж']","[('рф', 'LOC')]"
Экономика,https://ria.ru/20250423/forum-2012914358.html,росконгресс рассказал о странах-участниках пмэф-2025,1328,"['Экономика', 'ПМЭФ — 2025', 'Россия', 'Африка', 'Азия']",росконгресс рассказал странах участниках,"['росконгресс', 'рассказал', 'странах', 'участниках']","['росконгресс', 'рассказать', 'страна', 'участник']","[('росконгресс', 'PER')]"
Экономика,https://ria.ru/20250423/dnr-2012909561.html,площадь пахотных земель в днр увеличили в два раза с 2022 года,4532,"['Экономика', 'Донецкая Народная Республика', 'Денис Пушилин']",площадь пахотных земель днр увеличили раза года,"['площадь', 'пахотных', 'земель', 'днр', 'увеличили', 'раза', 'года']","['площадь', 'пахотный', 'земля', 'днр', 'увеличить', 'год']","[('днр', 'LOC')]"
Экономика,https://ria.ru/20250423/mishustin-2012894711.html,мишустин призвал фас бороться с ростом цен на продукты,1454,"['Экономика', 'Россия', 'Михаил Мишустин']",мишустин призвал фас бороться ростом цен продукты,"['мишустин', 'призвал', 'фас', 'бороться', 'ростом', 'цен', 'продукты']","['мишустин', 'призвать', 'фас', 'бороться', 'рост', 'цена', 'продукт']","[('мишустин', 'PER'), ('фас', 'ORG')]"
Экономика,https://ria.ru/20250423/vojny-2012892034.html,си цзиньпин заявил об опасности торговых войн,1746,"['Экономика', 'Китай', 'Азербайджан', 'Си Цзиньпин', 'Ильхам Алиев']",си цзиньпин заявил опасности торговых войн,"['си', 'цзиньпин', 'заявил', 'опасности', 'торговых', 'войн']","['си', 'цзиньпин', 'заявить', 'опасность', 'торговый', 'война']","[('си цзиньпин', 'PER')]"
Экономика,https://ria.ru/20250423/svjazi-2012889322.html,лавров рассказал о развитии экономических связей с узбекистаном,1274,"['Экономика', 'Узбекистан', 'Россия', 'Самарканд', 'Сергей Лавров']",лавров рассказал развитии экономических связей узбекистаном,"['лавров', 'рассказал', 'развитии', 'экономических', 'связей', 'узбекистаном']","['лавров', 'рассказать', 'развитие', 'экономический', 'связь', 'узбекистан']","[('лавров', 'PER')]"
Экономика,https://ria.ru/20250423/sj-100-2012872503.html,полностью импортозамещенный sj-100 совершил первый полет,25911,"['Экономика', 'Комсомольск-на-Амуре', 'Ростех', 'SJ-100', 'Россия']",полностью импортозамещенный совершил первый полет,"['полностью', 'импортозамещенный', 'совершил', 'первый', 'полет']","['полностью', 'импортозамещенный', 'совершить', 'первый', 'полёт']",[]
