category,url,title,views,tags,title_clean,title_tokens,title_lemmas,named_entities
Политика,https://rsport.ria.ru/20250429/stupak-2014106405.html,вяльбе поддержала участие ступак в партийных выборах,25,"['Политика', 'Лыжные гонки', 'Республика Коми', 'Сосногорск (район)']",вяльбе поддержала участие ступак партийных выборах,"['вяльбе', 'поддержала', 'участие', 'ступак', 'партийных', 'выборах']","['вяльбе', 'поддержать', 'участие', 'ступак', 'партийный', 'выбор']","[('вяльбе', 'PER')]"
Политика,https://ria.ru/20250429/putin-2014072360.html,путин прилетел в волгоград,1825,"['Политика', 'Волгоград', 'Россия', 'Владимир Путин', 'Александр Лукашенко']",путин прилетел волгоград,"['путин', 'прилетел', 'волгоград']","['путин', 'прилететь', 'волгоград']","[('путин', 'PER'), ('волгоград', 'LOC')]"
Политика,https://ria.ru/20250429/volodin-2014019151.html,володин назвал защиту исторической правды одним из приоритетов сг,263,"['Политика', 'Белоруссия', 'Волгоград', 'Владимир Путин']",володин назвал защиту исторической правды одним приоритетов сг,"['володин', 'назвал', 'защиту', 'исторической', 'правды', 'одним', 'приоритетов', 'сг']","['володин', 'назвать', 'защита', 'исторический', 'правда', 'одним', 'приоритет', 'сг']","[('володин', 'PER'), ('сг', 'ORG')]"
Политика,https://ria.ru/20250429/peskov-2014002713.html,песков высказался о легитимности зеленского на посту президента,9770,"['Политика', 'Россия', 'Дмитрий Песков', 'Владимир Зеленский', 'Украина']",песков высказался легитимности зеленского посту президента,"['песков', 'высказался', 'легитимности', 'зеленского', 'посту', 'президента']","['песков', 'высказаться', 'легитимность', 'зеленского', 'пост', 'президент']","[('песков', 'PER')]"
Политика,https://ria.ru/20250429/klishas-2013972100.html,сенатор клишас шуткой отреагировал на слова володина о нем,11183,"['Политика', 'Госдума РФ', 'Андрей Клишас', 'Вячеслав Володин']",сенатор клишас шуткой отреагировал слова володина нем,"['сенатор', 'клишас', 'шуткой', 'отреагировал', 'слова', 'володина', 'нем']","['сенатор', 'клишас', 'шутка', 'отреагировать', 'слово', 'володин', 'нем']","[('клишас шуткой', 'PER')]"
Политика,https://ria.ru/20250428/peskov-2013908242.html,в кремле рассказали об обмене информацией с сша,1489,"['Политика', 'США', 'Россия', 'Дмитрий Песков']",кремле рассказали обмене информацией сша,"['кремле', 'рассказали', 'обмене', 'информацией', 'сша']","['кремль', 'рассказать', 'обмен', 'информация', 'сша']","[('кремле', 'LOC'), ('сша', 'LOC')]"
Политика,https://ria.ru/20250428/putin-2013881643.html,путин встретился с губернатором петербурга,1393,"['Политика', 'Санкт-Петербург', 'Россия', 'Владимир Путин']",путин встретился губернатором петербурга,"['путин', 'встретился', 'губернатором', 'петербурга']","['путин', 'встретиться', 'губернатор', 'петербург']","[('путин', 'PER'), ('петербурга', 'LOC')]"
Политика,https://ria.ru/20250428/putin-2013861564.html,путин встретился с матвиенко,893,"['Политика', 'Валентина Матвиенко', 'Владимир Путин', 'Санкт-Петербург']",путин встретился матвиенко,"['путин', 'встретился', 'матвиенко']","['путин', 'встретиться', 'матвиенко']","[('путин', 'PER'), ('матвиенко', 'PER')]"
Политика,https://ria.ru/20250428/putin-2013855103.html,путин встретился с володиным,734,"['Политика', 'Санкт-Петербург', 'Владимир Путин', 'Вячеслав Володин']",путин встретился володиным,"['путин', 'встретился', 'володиным']","['путин', 'встретиться', 'володиным']","[('путин', 'PER')]"
Политика,https://ria.ru/20250428/putin-2013850499.html,путин поблагодарил парламентариев за активную работу,236,"['Политика', 'Россия', 'Санкт-Петербург', 'Владимир Путин']",путин поблагодарил парламентариев активную работу,"['путин', 'поблагодарил', 'парламентариев', 'активную', 'работу']","['путин', 'поблагодарить', 'парламентарий', 'активный', 'работа']","[('путин', 'PER')]"
Политика,https://ria.ru/20250428/putin-2013843576.html,путин рассказал о кадровых программах для бывших участников сво,1006,"['Политика', 'Россия', 'Владимир Путин']",путин рассказал кадровых программах бывших участников сво,"['путин', 'рассказал', 'кадровых', 'программах', 'бывших', 'участников', 'сво']","['путин', 'рассказать', 'кадровый', 'программа', 'бывший', 'участник', 'сво']","[('путин', 'PER')]"
Политика,https://ria.ru/20250428/putin-2013838938.html,путин поздравил законодателей и россиян с днем парламентаризма,626,"['Политика', 'Россия', 'Владимир Путин', 'День российского парламентаризма']",путин поздравил законодателей россиян днем парламентаризма,"['путин', 'поздравил', 'законодателей', 'россиян', 'днем', 'парламентаризма']","['путин', 'поздравить', 'законодатель', 'россиянин', 'день', 'парламентаризм']","[('путин', 'PER')]"
Политика,https://ria.ru/20250428/putin-2013838167.html,"все ветви власти в россии действуют в согласии друг с другом, заявил путин",244,"['Политика', 'Россия', 'Владимир Путин', 'Санкт-Петербург']",ветви власти россии действуют согласии друг другом заявил путин,"['ветви', 'власти', 'россии', 'действуют', 'согласии', 'друг', 'другом', 'заявил', 'путин']","['весь', 'ветвь', 'власть', 'россия', 'действовать', 'согласие', 'друг', 'другом', 'заявить', 'путин']","[('россии', 'LOC'), ('путин', 'PER')]"
Политика,https://ria.ru/20250428/putin-2013835075.html,путин приехал на заседание совета законодателей,906,"['Политика', 'Санкт-Петербург', 'Владимир Путин', 'Россия', 'Ирина Яровая']",путин приехал заседание совета законодателей,"['путин', 'приехал', 'заседание', 'совета', 'законодателей']","['путин', 'приехать', 'заседание', 'совет', 'законодатель']","[('путин', 'PER')]"
Политика,https://ria.ru/20250428/putin-2013821200.html,путин встретится с участниками заседания совета законодателей,618,"['Политика', 'Россия', 'Владимир Путин']",путин встретится участниками заседания совета законодателей,"['путин', 'встретится', 'участниками', 'заседания', 'совета', 'законодателей']","['путин', 'встретиться', 'участник', 'заседание', 'совет', 'законодатель']","[('путин', 'PER')]"
Политика,https://ria.ru/20250428/makron-2013262866.html,"""готов рискнуть"". у планов макрона на украину появилась неожиданная цель",51232,"['Политика', 'Франция', 'Париж', 'Украина', 'Эммануэль Макрон']",готов рискнуть планов макрона украину появилась неожиданная цель,"['готов', 'рискнуть', 'планов', 'макрона', 'украину', 'появилась', 'неожиданная', 'цель']","['готовый', 'рискнуть', 'план', 'макрон', 'украина', 'появиться', 'неожиданный', 'цель']","[('макрона', 'PER'), ('украину', 'LOC')]"
Политика,https://ria.ru/20250427/lavorov-2013714253.html,"лавров: россия готова искать баланс интересов, но не в ущерб целостности",20004,"['Политика', 'Дональд Трамп', 'Россия', 'Украина', 'США']",лавров россия готова искать баланс интересов ущерб целостности,"['лавров', 'россия', 'готова', 'искать', 'баланс', 'интересов', 'ущерб', 'целостности']","['лавров', 'россия', 'готовый', 'искать', 'баланс', 'интерес', 'ущерб', 'целостность']","[('лавров', 'PER'), ('россия', 'LOC')]"
Политика,https://ria.ru/20250427/tramp-2013686704.html,"трамп доказал, что стремится к нормализации отношений, считает эксперт",3054,"['Политика', 'США', 'Россия', 'Москва', 'Дональд Трамп']",трамп доказал стремится нормализации отношений считает эксперт,"['трамп', 'доказал', 'стремится', 'нормализации', 'отношений', 'считает', 'эксперт']","['трамп', 'доказать', 'стремиться', 'нормализация', 'отношение', 'считать', 'эксперт']","[('трамп', 'PER')]"
Политика,https://ria.ru/20250426/putin-2013594537.html,путин подтвердил готовность к диалогу с киевом без предварительных условий,122096,"['Политика', 'Цены на нефть', 'Украина', 'Россия', 'США']",путин подтвердил готовность диалогу киевом предварительных условий,"['путин', 'подтвердил', 'готовность', 'диалогу', 'киевом', 'предварительных', 'условий']","['путин', 'подтвердить', 'готовность', 'диалог', 'киев', 'предварительный', 'условие']","[('путин', 'PER'), ('киевом', 'LOC')]"
Политика,https://ria.ru/20250426/peskov-2013553295.html,в кремле раскрыли подробности встречи путина и уиткоффа,50949,"['Политика', 'Россия', 'США', 'Владимир Путин', 'Москва']",кремле раскрыли подробности встречи путина уиткоффа,"['кремле', 'раскрыли', 'подробности', 'встречи', 'путина', 'уиткоффа']","['кремль', 'раскрыть', 'подробность', 'встреча', 'путин', 'уиткоффа']","[('кремле', 'LOC'), ('путина', 'PER'), ('уиткоффа', 'PER')]"
Политика,https://ria.ru/20250425/peskov-2013492176.html,"путин и трамп обмениваются посланиями через уиткоффа, подтвердили в кремле",6183,"['Политика', 'США', 'Россия', 'Санкт-Петербург', 'Владимир Путин']",путин трамп обмениваются посланиями уиткоффа подтвердили кремле,"['путин', 'трамп', 'обмениваются', 'посланиями', 'уиткоффа', 'подтвердили', 'кремле']","['путин', 'трамп', 'обмениваться', 'послание', 'уиткоффа', 'подтвердить', 'кремль']","[('путин', 'PER'), ('трамп', 'PER'), ('кремле', 'LOC')]"
Политика,https://ria.ru/20250425/peregovory-2013484411.html,ушаков рассказал подробности встречи путина и уиткоффа,68639,"['Политика', 'Россия', 'Украина', 'Москва', 'Владимир Путин']",ушаков рассказал подробности встречи путина уиткоффа,"['ушаков', 'рассказал', 'подробности', 'встречи', 'путина', 'уиткоффа']","['ушаков', 'рассказать', 'подробность', 'встреча', 'путин', 'уиткоффа']","[('ушаков', 'PER'), ('путина', 'PER'), ('уиткоффа', 'PER')]"
Политика,https://ria.ru/20250425/ushakov-2013483673.html,ушаков оценил итоги встречи путина и уиткоффа,13889,"['Политика', 'Россия', 'США', 'Юрий Ушаков', 'Владимир Путин']",ушаков оценил итоги встречи путина уиткоффа,"['ушаков', 'оценил', 'итоги', 'встречи', 'путина', 'уиткоффа']","['ушаков', 'оценить', 'итог', 'встреча', 'путин', 'уиткоффа']","[('ушаков', 'PER'), ('путина', 'PER'), ('уиткоффа', 'PER')]"
Политика,https://ria.ru/20250425/putin-2013483025.html,встреча путина и уиткоффа продолжалась три часа,2137,"['Политика', 'Владимир Путин', 'Россия', 'США', 'Стив Уиткофф']",встреча путина уиткоффа продолжалась часа,"['встреча', 'путина', 'уиткоффа', 'продолжалась', 'часа']","['встреча', 'путин', 'уиткоффа', 'продолжаться', 'час']","[('путина', 'PER'), ('уиткоффа', 'PER')]"
Политика,https://ria.ru/20250425/peregovory-2013473820.html,в кремле прошли переговоры путина и уиткоффа,7292,"['Политика', 'Флорида', 'Россия', 'Москва', 'Владимир Путин']",кремле прошли переговоры путина уиткоффа,"['кремле', 'прошли', 'переговоры', 'путина', 'уиткоффа']","['кремль', 'пройти', 'переговоры', 'путин', 'уиткоффа']","[('кремле', 'LOC'), ('путина', 'PER')]"
Политика,https://ria.ru/20250425/tsik-2013446584.html,цик утвердил новую схему одномандатных округов для выборов в госдуму,1019,"['Политика', 'Россия', 'Донецкая Народная Республика']",цик утвердил новую схему одномандатных округов выборов госдуму,"['цик', 'утвердил', 'новую', 'схему', 'одномандатных', 'округов', 'выборов', 'госдуму']","['цик', 'утвердить', 'новый', 'схема', 'одномандатный', 'округ', 'выбор', 'госдума']","[('цик', 'ORG'), ('госдуму', 'ORG')]"
Политика,https://ria.ru/20250425/putin-2013408798.html,путин и уиткофф проводят переговоры в кремле,29478,"['Политика', 'Россия', 'США', 'Владимир Путин', 'Стив Уиткофф']",путин уиткофф проводят переговоры кремле,"['путин', 'уиткофф', 'проводят', 'переговоры', 'кремле']","['путин', 'уиткофф', 'проводить', 'переговоры', 'кремль']","[('путин', 'PER'), ('кремле', 'LOC')]"
Политика,https://ria.ru/20250425/putin-2013385344.html,путин провел совещание с постоянными членами совбеза,2839,"['Политика', 'Общество', 'Россия', 'Владимир Путин']",путин провел совещание постоянными членами совбеза,"['путин', 'провел', 'совещание', 'постоянными', 'членами', 'совбеза']","['путин', 'провести', 'совещание', 'постоянный', 'член', 'совбез']","[('путин', 'PER'), ('совбеза', 'ORG')]"
Политика,https://ria.ru/20250425/opros--2013336799.html,"опрос показал, сколько россиян доверяют путину",33185,"['Политика', 'Владимир Путин', 'Михаил Мишустин', 'Россия']",опрос показал сколько россиян доверяют путину,"['опрос', 'показал', 'сколько', 'россиян', 'доверяют', 'путину']","['опрос', 'показать', 'сколько', 'россиянин', 'доверять', 'путин']",[]
Политика,https://ria.ru/20250424/slutskiy-2013198225.html,"жириновский всю жизнь боролся за русский мир, заявил слуцкий",1094,"['Политика', 'Владимир Жириновский', 'Леонид Слуцкий (политик)']",жириновский жизнь боролся русский мир заявил слуцкий,"['жириновский', 'жизнь', 'боролся', 'русский', 'мир', 'заявил', 'слуцкий']","['жириновский', 'весь', 'жизнь', 'бороться', 'русский', 'мир', 'заявить', 'слуцкий']","[('жириновский', 'PER'), ('слуцкий', 'PER')]"
Политика,https://ria.ru/20250424/klimov-2013197700.html,в совфеде оценили перспективы отношений россии и сша,1317,"['Политика', 'Россия', 'США', 'Великобритания', 'Андрей Климов']",совфеде оценили перспективы отношений россии сша,"['совфеде', 'оценили', 'перспективы', 'отношений', 'россии', 'сша']","['совфеде', 'оценить', 'перспектива', 'отношение', 'россия', 'сша']","[('совфеде', 'ORG'), ('россии', 'LOC'), ('сша', 'LOC')]"
Политика,https://ria.ru/20250424/chleny-2013195128.html,пензенский губернатор лишил премий подчиненных из-за недовольства работой,4144,"['Политика', 'Белинский район', 'Пензенская область', 'Олег Мельниченко']",пензенский губернатор лишил премий подчиненных недовольства работой,"['пензенский', 'губернатор', 'лишил', 'премий', 'подчиненных', 'недовольства', 'работой']","['пензенский', 'губернатор', 'лишить', 'премия', 'подчиненных', 'недовольство', 'работа']",[]
Политика,https://ria.ru/20250424/kreml-2013166566.html,песков рассказал об условиях применения ядерного оружия,3304,"['Политика', 'Россия', 'Дмитрий Песков', 'Безопасность']",песков рассказал условиях применения ядерного оружия,"['песков', 'рассказал', 'условиях', 'применения', 'ядерного', 'оружия']","['песков', 'рассказать', 'условие', 'применение', 'ядерный', 'оружие']","[('песков', 'PER')]"
Политика,https://ria.ru/20250424/kreml-2013164895.html,"кремль сообщит о новых контактах путина и уиткоффа, заявил песков",918,"['Политика', 'Россия', 'США', 'Стив Уиткофф', 'Дмитрий Песков']",кремль сообщит новых контактах путина уиткоффа заявил песков,"['кремль', 'сообщит', 'новых', 'контактах', 'путина', 'уиткоффа', 'заявил', 'песков']","['кремль', 'сообщить', 'новый', 'контакт', 'путин', 'уиткоффа', 'заявить', 'песков']","[('кремль', 'LOC'), ('путина', 'PER'), ('уиткоффа', 'PER'), ('песков', 'PER')]"
Политика,https://ria.ru/20250424/putin-2013162536.html,путин проведет совещание по экономическим вопросам,383,"['Политика', 'Россия', 'Владимир Путин', 'Дмитрий Песков']",путин проведет совещание экономическим вопросам,"['путин', 'проведет', 'совещание', 'экономическим', 'вопросам']","['путин', 'провести', 'совещание', 'экономический', 'вопрос']","[('путин', 'PER')]"
Политика,https://ria.ru/20250424/data-2013162405.html,дата послания президента федеральному собранию пока не определена,302,"['Политика', 'Россия', 'Дмитрий Песков']",дата послания президента федеральному собранию пока определена,"['дата', 'послания', 'президента', 'федеральному', 'собранию', 'пока', 'определена']","['дата', 'послание', 'президент', 'федеральный', 'собрание', 'пока', 'определить']",[]
Политика,https://ria.ru/20250424/peskov-2013080394.html,в кремле прокомментировали информацию о возможной встрече путина и уиткоффа,2583,"['Политика', 'Россия', 'США', 'Стив Уиткофф', 'Владимир Путин']",кремле прокомментировали информацию возможной встрече путина уиткоффа,"['кремле', 'прокомментировали', 'информацию', 'возможной', 'встрече', 'путина', 'уиткоффа']","['кремль', 'прокомментировать', 'информация', 'возможный', 'встреча', 'путин', 'уиткоффа']","[('кремле', 'LOC'), ('путина', 'PER'), ('уиткоффа', 'PER')]"
Политика,https://ria.ru/20250423/peskov-2013047060.html,песков рассказал об условиях готовящейся встречи путина и трампа,8484,"['Политика', 'Владимир Путин', 'Дональд Трамп', 'Дмитрий Песков']",песков рассказал условиях готовящейся встречи путина трампа,"['песков', 'рассказал', 'условиях', 'готовящейся', 'встречи', 'путина', 'трампа']","['песков', 'рассказать', 'условие', 'готовящейся', 'встреча', 'путин', 'трамп']","[('песков', 'PER'), ('путина', 'PER'), ('трампа', 'PER')]"
Политика,https://ria.ru/20250423/peskov-2013046439.html,"отставка зеленского не входит в число требований россии, заявил песков",2087,"['Политика', 'Россия', 'Украина', 'Владимир Зеленский', 'Дмитрий Песков']",отставка зеленского входит число требований россии заявил песков,"['отставка', 'зеленского', 'входит', 'число', 'требований', 'россии', 'заявил', 'песков']","['отставка', 'зеленского', 'входить', 'число', 'требование', 'россия', 'заявить', 'песков']","[('россии', 'LOC'), ('песков', 'PER')]"
Политика,https://ria.ru/20250423/peskov-2013043874.html,"песков рассказал, что объединяет путина и трампа",2660,"['Политика', 'Владимир Путин', 'Дональд Трамп', 'Дмитрий Песков', 'США']",песков рассказал объединяет путина трампа,"['песков', 'рассказал', 'объединяет', 'путина', 'трампа']","['песков', 'рассказать', 'объединять', 'путин', 'трамп']","[('песков', 'PER'), ('путина', 'PER'), ('трампа', 'PER')]"
Политика,https://ria.ru/20250423/grushko-2012978758.html,"замглавы мид грушко получил орден ""за заслуги перед отечеством""",424,"['Политика', 'Россия', 'Александр Грушко', 'Владимир Путин']",замглавы мид грушко получил орден заслуги отечеством,"['замглавы', 'мид', 'грушко', 'получил', 'орден', 'заслуги', 'отечеством']","['замглавы', 'мид', 'грушко', 'получить', 'орден', 'заслуга', 'отечество']","[('мид', 'ORG'), ('грушко', 'PER')]"
Политика,https://ria.ru/20250423/grazhdanstvo-2012968633.html,наблюдатель на выборах 2024 года из франции получил российское гражданство,2487,"['Политика', 'Франция', 'Россия', 'Владимир Путин']",наблюдатель выборах года франции получил российское гражданство,"['наблюдатель', 'выборах', 'года', 'франции', 'получил', 'российское', 'гражданство']","['наблюдатель', 'выбор', 'год', 'франция', 'получить', 'российский', 'гражданство']","[('франции', 'LOC')]"
Политика,https://ria.ru/20250423/matvienko-2012931121.html,матвиенко прибыла в сыктывкар с рабочей поездкой,682,"['Политика', 'Сыктывкар', 'Республика Коми', 'Валентина Матвиенко']",матвиенко прибыла сыктывкар рабочей поездкой,"['матвиенко', 'прибыла', 'сыктывкар', 'рабочей', 'поездкой']","['матвиенко', 'прибыть', 'сыктывкар', 'рабочий', 'поездка']","[('матвиенко', 'PER')]"
Политика,https://ria.ru/20250423/putin-2012928345.html,путин проведет заседание военно-промышленной комиссии,582,"['Политика', 'Россия', 'Владимир Путин', 'Дмитрий Песков']",путин проведет заседание военно промышленной комиссии,"['путин', 'проведет', 'заседание', 'военно', 'промышленной', 'комиссии']","['путин', 'провести', 'заседание', 'военно', 'промышленный', 'комиссия']","[('путин', 'PER')]"
Политика,https://ria.ru/20250423/primore-2012874494.html,лишенный мандата за прогулы депутат в приморье обжалует решение в суде,2912,"['Политика', 'Владивосток', 'КПРФ']",лишенный мандата прогулы депутат приморье обжалует решение суде,"['лишенный', 'мандата', 'прогулы', 'депутат', 'приморье', 'обжалует', 'решение', 'суде']","['лишить', 'мандата', 'прогул', 'депутат', 'приморье', 'обжаловать', 'решение', 'суд']","[('приморье', 'LOC')]"
Политика,https://ria.ru/20250423/primore-2012873080.html,депутата в приморье досрочно лишили мандата за прогулы заседаний,964,"['Политика', 'Владивосток', 'Приморский край', 'КПРФ']",депутата приморье досрочно лишили мандата прогулы заседаний,"['депутата', 'приморье', 'досрочно', 'лишили', 'мандата', 'прогулы', 'заседаний']","['депутат', 'приморье', 'досрочно', 'лишить', 'мандат', 'прогул', 'заседание']","[('приморье', 'LOC')]"
Политика,https://ria.ru/20250422/zaharova-2012837278.html,"захарова опубликовала интервью с журналистом, защищавшим зеленского и всу",123988,"['Политика', 'Россия', 'Буча', 'Мария Захарова', 'Владимир Зеленский']",захарова опубликовала интервью журналистом защищавшим зеленского всу,"['захарова', 'опубликовала', 'интервью', 'журналистом', 'защищавшим', 'зеленского', 'всу']","['захаров', 'опубликовать', 'интервью', 'журналист', 'защищавшим', 'зеленского', 'всу']","[('захарова', 'PER'), ('всу', 'ORG')]"
Политика,https://ria.ru/20250422/peskov-2012704214.html,"кремль предупредит об очередном визите уиткоффа, заявил песков",1556,"['Политика', 'В мире', 'Россия', 'Санкт-Петербург', 'США']",кремль предупредит очередном визите уиткоффа заявил песков,"['кремль', 'предупредит', 'очередном', 'визите', 'уиткоффа', 'заявил', 'песков']","['кремль', 'предупредить', 'очередной', 'визит', 'уиткоффа', 'заявить', 'песков']","[('кремль', 'LOC'), ('песков', 'PER')]"
Политика,https://ria.ru/20250422/urugvay-2012687800.html,алексей исаков стал послом россии в уругвае,781,"['Политика', 'Уругвай', 'Россия', 'Алексей Исаков', 'Владимир Путин']",алексей исаков стал послом россии уругвае,"['алексей', 'исаков', 'стал', 'послом', 'россии', 'уругвае']","['алексей', 'исаков', 'стать', 'посол', 'россия', 'уругвай']","[('алексей исаков', 'PER'), ('россии', 'LOC')]"
Политика,https://ria.ru/20250421/putin-2012607258.html,разговор путина с президентом бразилии прерывался пять раз,40223,"['Политика', 'Россия', 'Бразилия', 'Владимир Путин']",разговор путина президентом бразилии прерывался пять,"['разговор', 'путина', 'президентом', 'бразилии', 'прерывался', 'пять']","['разговор', 'путин', 'президент', 'бразилия', 'прерывался', 'пять']","[('путина', 'PER'), ('бразилии', 'LOC')]"
Политика,https://ria.ru/20250421/putin-2012604780.html,"путин рассказал, почему его график ""ползет вправо""",4427,"['Политика', 'Россия', 'Владимир Путин']",путин рассказал почему график ползет вправо,"['путин', 'рассказал', 'почему', 'график', 'ползет', 'вправо']","['путин', 'рассказать', 'почему', 'график', 'ползти', 'вправо']","[('путин', 'PER')]"
Политика,https://ria.ru/20250421/putin-2012601622.html,путин заявил о провале попыток нанести россии стратегическое поражение,29673,"['Политика', 'Россия', 'Владимир Путин', 'Донбасс', 'Новороссия']",путин заявил провале попыток нанести россии стратегическое поражение,"['путин', 'заявил', 'провале', 'попыток', 'нанести', 'россии', 'стратегическое', 'поражение']","['путин', 'заявить', 'провал', 'попытка', 'нанести', 'россия', 'стратегический', 'поражение']","[('путин', 'PER'), ('россии', 'LOC')]"
Политика,https://ria.ru/20250421/putin-2012598846.html,путин заявил о постоянном контакте с пасечником,1840,"['Политика', 'Россия', 'Луганская Народная Республика', 'Владимир Путин']",путин заявил постоянном контакте пасечником,"['путин', 'заявил', 'постоянном', 'контакте', 'пасечником']","['путин', 'заявить', 'постоянный', 'контакт', 'пасечник']","[('путин', 'PER')]"
Политика,https://ria.ru/20250421/putin-2012604099.html,путин пообещал мэру иркутска делать все для развития города,690,"['Политика', 'Иркутск', 'Россия', 'Владимир Путин']",путин пообещал мэру иркутска делать развития города,"['путин', 'пообещал', 'мэру', 'иркутска', 'делать', 'развития', 'города']","['путин', 'пообещать', 'мэр', 'иркутск', 'делать', 'развитие', 'город']","[('путин', 'PER'), ('иркутска', 'LOC')]"
Политика,https://ria.ru/20250421/putin-2012584668.html,путин рассказал о телефонном разговоре с президентом бразилии,1199,"['Политика', 'Бразилия', 'Владимир Путин', 'Россия']",путин рассказал телефонном разговоре президентом бразилии,"['путин', 'рассказал', 'телефонном', 'разговоре', 'президентом', 'бразилии']","['путин', 'рассказать', 'телефонный', 'разговор', 'президент', 'бразилия']","[('путин', 'PER'), ('бразилии', 'LOC')]"
Политика,https://ria.ru/20250421/gosduma-2012576115.html,в гд обсуждают возможность голосования с использованием бумажного бюллетеня,848,"['Политика', 'Вячеслав Володин', 'Госдума РФ', 'ЦИК РФ']",гд обсуждают возможность голосования использованием бумажного бюллетеня,"['гд', 'обсуждают', 'возможность', 'голосования', 'использованием', 'бумажного', 'бюллетеня']","['гд', 'обсуждать', 'возможность', 'голосование', 'использование', 'бумажный', 'бюллетень']","[('гд', 'ORG')]"
Политика,https://ria.ru/20250421/putin-2012575563.html,песков пояснил слова путина о ненанесении ударов по гражданским объектам,4866,"['Политика', 'Россия', 'Украина', 'Владимир Путин', 'Дмитрий Песков']",песков пояснил слова путина ненанесении ударов гражданским объектам,"['песков', 'пояснил', 'слова', 'путина', 'ненанесении', 'ударов', 'гражданским', 'объектам']","['песков', 'пояснить', 'слово', 'путин', 'ненанесении', 'удар', 'гражданский', 'объект']","[('песков', 'PER'), ('путина', 'PER')]"
Политика,https://ria.ru/20250421/putin-2012553109.html,путин отметил роль муниципалитетов в достижении национальных целей,323,"['Политика', 'Россия', 'Владимир Путин']",путин отметил роль муниципалитетов достижении национальных целей,"['путин', 'отметил', 'роль', 'муниципалитетов', 'достижении', 'национальных', 'целей']","['путин', 'отметить', 'роль', 'муниципалитет', 'достижение', 'национальный', 'цель']","[('путин', 'PER')]"
Политика,https://ria.ru/20250421/putin-2012547511.html,путин подписал закон о госнадзоре в области использования атомной энергии,613,"['Политика', 'Россия', 'Арктика', 'Владимир Путин']",путин подписал закон госнадзоре области использования атомной энергии,"['путин', 'подписал', 'закон', 'госнадзоре', 'области', 'использования', 'атомной', 'энергии']","['путин', 'подписать', 'закон', 'госнадзоре', 'область', 'использование', 'атомный', 'энергия']","[('путин', 'PER')]"
Политика,https://ria.ru/20250421/putin-2012507943.html,путин встретится с главами муниципальных образований,974,"['Политика', 'Россия', 'Владимир Путин', 'Дмитрий Песков']",путин встретится главами муниципальных образований,"['путин', 'встретится', 'главами', 'муниципальных', 'образований']","['путин', 'встретиться', 'глава', 'муниципальный', 'образование']","[('путин', 'PER')]"
Политика,https://ria.ru/20250421/forum-2012485564.html,"более 20 стран примут участие в форуме ""россия - исламский мир: kazanforum""",1298,"['Политика', 'Россия', 'Малайзия', 'Пакистан']",стран примут участие форуме россия исламский мир kazanforum,"['стран', 'примут', 'участие', 'форуме', 'россия', 'исламский', 'мир', 'kazanforum']","['страна', 'принять', 'участие', 'форум', 'россия', 'исламский', 'мир', 'kazanforum']","[('россия - исламский мир: kazanforum""', 'ORG')]"
Политика,https://ria.ru/20250420/ukraina-2012130884.html,"""все понимают, но пока молчат"". зеленский начал готовиться к неизбежному",118433,"['Политика', 'Украина', 'Киев', 'Лондон', 'Виталий Кличко']",понимают пока молчат зеленский начал готовиться неизбежному,"['понимают', 'пока', 'молчат', 'зеленский', 'начал', 'готовиться', 'неизбежному']","['понимать', 'пока', 'молчать', 'зеленский', 'начать', 'готовиться', 'неизбежный']","[('зеленский', 'PER')]"
Политика,https://ria.ru/20250420/krym-2012347286.html,в госдуме призвали сша исходить из реального статуса крыма,11915,"['Политика', 'Россия', 'Украина', 'Севастополь', 'Михаил Шеремет']",госдуме призвали сша исходить реального статуса крыма,"['госдуме', 'призвали', 'сша', 'исходить', 'реального', 'статуса', 'крыма']","['госдума', 'призвать', 'сша', 'исходить', 'реальный', 'статус', 'крым']","[('госдуме', 'ORG'), ('сша', 'LOC'), ('крыма', 'LOC')]"
Политика,https://ria.ru/20250420/paskha-2012331903.html,путин и собянин пообщались на пасхальном богослужении,5352,"['Политика', 'Владимир Путин', 'Сергей Собянин']",путин собянин пообщались пасхальном богослужении,"['путин', 'собянин', 'пообщались', 'пасхальном', 'богослужении']","['путин', 'собянин', 'пообщаться', 'пасхальный', 'богослужение']","[('путин', 'PER'), ('собянин', 'PER')]"
Политика,https://ria.ru/20250419/peremirie-2012306620.html,сенатор назвал единственный выход для зеленского после решения путина,38640,"['Политика', 'Специальная военная операция на Украине', 'Россия']",сенатор назвал единственный выход зеленского решения путина,"['сенатор', 'назвал', 'единственный', 'выход', 'зеленского', 'решения', 'путина']","['сенатор', 'назвать', 'единственный', 'выход', 'зеленского', 'решение', 'путин']","[('путина', 'PER')]"
Политика,https://ria.ru/20250419/naznachenie-2012213116.html,"мишустин провел изменения в совете директоров ""почты россии""",4994,"['Политика', 'Россия', 'Курская область', 'Михаил Мишустин']",мишустин провел изменения совете директоров почты россии,"['мишустин', 'провел', 'изменения', 'совете', 'директоров', 'почты', 'россии']","['мишустин', 'провести', 'изменение', 'совет', 'директор', 'почта', 'россия']","[('мишустин', 'PER'), ('почты россии', 'ORG')]"
